"Tarih","Şimdi","Açılış","Yüksek","Düşük","Fark %"
"30.09.2010","-16,71","-16,71","-16,71","-16,71","0,72%"
"29.09.2010","-16,59","-16,59","-16,59","-16,59","0,48%"
"28.09.2010","-16,51","-16,51","-16,51","-16,51","-0,06%"
"27.09.2010","-16,52","-16,52","-16,52","-16,52","-0,06%"
"24.09.2010","-16,53","-16,53","-16,53","-16,53","0,79%"
"23.09.2010","-16,40","-16,40","-16,40","-16,40","-0,85%"
"22.09.2010","-16,54","-16,54","-16,54","-16,54","-0,48%"
"21.09.2010","-16,62","-16,62","-16,62","-16,62","1,22%"
"20.09.2010","-16,42","-16,42","-16,42","-16,42","3,21%"
"17.09.2010","-15,91","-15,91","-15,91","-15,91","0,19%"
"16.09.2010","-15,88","-15,88","-15,88","-15,88","-0,44%"
"15.09.2010","-15,95","-15,95","-15,95","-15,95","0,50%"
"14.09.2010","-15,87","-15,87","-15,87","-15,87","-0,31%"
"13.09.2010","-15,92","-15,92","-15,92","-15,92","1,34%"
"10.09.2010","-15,71","-15,71","-15,71","-15,71","-0,06%"
"09.09.2010","-15,72","-15,72","-15,72","-15,72","0,64%"
"08.09.2010","-15,62","-15,62","-15,62","-15,62","-0,06%"
"07.09.2010","-15,63","-15,63","-15,63","-15,63","-2,01%"
"06.09.2010","-15,95","-15,95","-15,95","-15,95","0,44%"
"03.09.2010","-15,88","-15,88","-15,88","-15,88","1,15%"
"02.09.2010","-15,70","-15,70","-15,70","-15,70","0,77%"
"01.09.2010","-15,58","-15,58","-15,58","-15,58","3,38%"
"31.08.2010","-15,07","-15,07","-15,07","-15,07","-0,07%"
"30.08.2010","-15,08","-15,08","-15,08","-15,08","0,13%"
"27.08.2010","-15,06","-15,06","-15,06","-15,06","-0,66%"
"26.08.2010","-15,16","-15,16","-15,16","-15,16","-0,92%"
"25.08.2010","-15,30","-15,30","-15,30","-15,30","-1,86%"
"24.08.2010","-15,59","-15,59","-15,59","-15,59","-2,32%"
"23.08.2010","-15,96","-15,96","-15,96","-15,96","0,38%"
"20.08.2010","-15,90","-15,90","-15,90","-15,90","-1,30%"
"19.08.2010","-16,11","-16,11","-16,11","-16,11","0,12%"
"18.08.2010","-16,09","-16,09","-16,09","-16,09","-0,06%"
"17.08.2010","-16,10","-16,10","-16,10","-16,10","2,29%"
"16.08.2010","-15,74","-15,74","-15,74","-15,74","-0,25%"
"13.08.2010","-15,78","-15,78","-15,78","-15,78","1,02%"
"12.08.2010","-15,62","-15,62","-15,62","-15,62","-0,83%"
"11.08.2010","-15,75","-15,75","-15,75","-15,75","-3,20%"
"10.08.2010","-16,27","-16,27","-16,27","-16,27","0,12%"
"09.08.2010","-16,25","-16,25","-16,25","-16,25","0,00%"
"06.08.2010","-16,25","-16,25","-16,25","-16,25","0,12%"
"05.08.2010","-16,23","-16,23","-16,23","-16,23","-0,31%"
"04.08.2010","-16,28","-16,28","-16,28","-16,28","-0,25%"
"03.08.2010","-16,32","-16,32","-16,32","-16,32","-0,55%"
"02.08.2010","-16,41","-16,41","-16,41","-16,41","1,86%"
"30.07.2010","-16,11","-16,11","-16,11","-16,11","-0,19%"
"29.07.2010","-16,14","-16,14","-16,14","-16,14","0,31%"
"28.07.2010","-16,09","-16,09","-16,09","-16,09","-0,98%"
"27.07.2010","-16,25","-16,25","-16,25","-16,25","0,56%"
"26.07.2010","-16,16","-16,16","-16,16","-16,16","1,00%"
"23.07.2010","-16,00","-16,00","-16,00","-16,00","-0,56%"
"22.07.2010","-16,09","-16,09","-16,09","-16,09","1,84%"
"21.07.2010","-15,80","-15,80","-15,80","-15,80","1,94%"
"20.07.2010","-15,50","-15,50","-15,50","-15,50","0,78%"
"19.07.2010","-15,38","-15,38","-15,38","-15,38","-1,60%"
"16.07.2010","-15,63","-15,63","-15,63","-15,63","-0,38%"
"15.07.2010","-15,69","-15,69","-15,69","-15,69","-1,01%"
"14.07.2010","-15,85","-15,85","-15,85","-15,85","0,57%"
"13.07.2010","-15,76","-15,76","-15,76","-15,76","2,20%"
"12.07.2010","-15,42","-15,42","-15,42","-15,42","-0,19%"
"09.07.2010","-15,45","-15,45","-15,45","-15,45","0,39%"
"08.07.2010","-15,39","-15,39","-15,39","-15,39","2,60%"
"07.07.2010","-15,00","-15,00","-15,00","-15,00","0,27%"
"06.07.2010","-14,96","-14,96","-14,96","-14,96","1,98%"
"05.07.2010","-14,67","-14,67","-14,67","-14,67","0,62%"
"02.07.2010","-14,58","-14,58","-14,58","-14,58","3,04%"
"01.07.2010","-14,15","-14,15","-14,15","-14,15","-3,28%"
"30.06.2010","-14,63","-14,63","-14,63","-14,63","2,16%"
"29.06.2010","-14,32","-14,32","-14,32","-14,32","-3,31%"
"28.06.2010","-14,81","-14,81","-14,81","-14,81","0,54%"
"25.06.2010","-14,73","-14,73","-14,73","-14,73","0,27%"
"24.06.2010","-14,69","-14,69","-14,69","-14,69","-2,07%"
"23.06.2010","-15,00","-15,00","-15,00","-15,00","-3,10%"
"22.06.2010","-15,48","-15,48","-15,48","-15,48","-1,90%"
"21.06.2010","-15,78","-15,78","-15,78","-15,78","2,87%"
"18.06.2010","-15,34","-15,34","-15,34","-15,34","4,85%"
"17.06.2010","-14,63","-14,63","-14,63","-14,63","-0,14%"
"16.06.2010","-14,65","-14,65","-14,65","-14,65","-0,07%"
"15.06.2010","-14,66","-14,66","-14,66","-14,66","0,27%"
"14.06.2010","-14,62","-14,62","-14,62","-14,62","1,67%"
"11.06.2010","-14,38","-14,38","-14,38","-14,38","1,05%"
"10.06.2010","-14,23","-14,23","-14,23","-14,23","1,86%"
"09.06.2010","-13,97","-13,97","-13,97","-13,97","3,10%"
"08.06.2010","-13,55","-13,55","-13,55","-13,55","-0,44%"
"07.06.2010","-13,61","-13,61","-13,61","-13,61","-1,66%"
"04.06.2010","-13,84","-13,84","-13,84","-13,84","-4,42%"
"03.06.2010","-14,48","-14,48","-14,48","-14,48","-0,69%"
"02.06.2010","-14,58","-14,58","-14,58","-14,58","-0,41%"
"01.06.2010","-14,64","-14,64","-14,64","-14,64","-3,17%"
"31.05.2010","-15,12","-15,12","-15,12","-15,12","0,13%"
"28.05.2010","-15,10","-15,10","-15,10","-15,10","0,00%"
"27.05.2010","-15,10","-15,10","-15,10","-15,10","3,28%"
"26.05.2010","-14,62","-14,62","-14,62","-14,62","6,72%"
"25.05.2010","-13,70","-13,70","-13,70","-13,70","-4,40%"
"24.05.2010","-14,33","-14,33","-14,33","-14,33","2,43%"
"21.05.2010","-13,99","-13,99","-13,99","-13,99","2,12%"
"20.05.2010","-13,70","-13,70","-13,70","-13,70","-6,36%"
"19.05.2010","-14,63","-14,63","-14,63","-14,63","-3,81%"
"18.05.2010","-15,21","-15,21","-15,21","-15,21","2,15%"
"17.05.2010","-14,89","-14,89","-14,89","-14,89","-1,97%"
"14.05.2010","-15,19","-15,19","-15,19","-15,19","-3,06%"
"13.05.2010","-15,67","-15,67","-15,67","-15,67","2,49%"
"12.05.2010","-15,29","-15,29","-15,29","-15,29","0,72%"
"11.05.2010","-15,18","-15,18","-15,18","-15,18","2,08%"
"10.05.2010","-14,87","-14,87","-14,87","-14,87","18,86%"
"07.05.2010","-12,51","-12,51","-12,51","-12,51","-8,01%"
"06.05.2010","-13,60","-13,60","-13,60","-13,60","-6,21%"
"05.05.2010","-14,50","-14,50","-14,50","-14,50","-2,36%"
"04.05.2010","-14,85","-14,85","-14,85","-14,85","-4,13%"
"03.05.2010","-15,49","-15,49","-15,49","-15,49","0,85%"
"30.04.2010","-15,36","-15,36","-15,36","-15,36","0,59%"
"29.04.2010","-15,27","-15,27","-15,27","-15,27","2,97%"
"28.04.2010","-14,83","-14,83","-14,83","-14,83","-1,07%"
"27.04.2010","-14,99","-14,99","-14,99","-14,99","-2,41%"
"26.04.2010","-15,36","-15,36","-15,36","-15,36","-0,26%"
"23.04.2010","-15,40","-15,40","-15,40","-15,40","1,18%"
"22.04.2010","-15,22","-15,22","-15,22","-15,22","-2,50%"
"21.04.2010","-15,61","-15,61","-15,61","-15,61","0,19%"
"20.04.2010","-15,58","-15,58","-15,58","-15,58","0,00%"
"19.04.2010","-15,58","-15,58","-15,58","-15,58","-2,01%"
"16.04.2010","-15,90","-15,90","-15,90","-15,90","-0,69%"
"15.04.2010","-16,01","-16,01","-16,01","-16,01","-0,93%"
"14.04.2010","-16,16","-16,16","-16,16","-16,16","1,44%"
"13.04.2010","-15,93","-15,93","-15,93","-15,93","-1,73%"
"12.04.2010","-16,21","-16,21","-16,21","-16,21","1,95%"
"09.04.2010","-15,90","-15,90","-15,90","-15,90","0,89%"
"08.04.2010","-15,76","-15,76","-15,76","-15,76","-1,50%"
"07.04.2010","-16,00","-16,00","-16,00","-16,00","0,06%"
"06.04.2010","-15,99","-15,99","-15,99","-15,99","2,04%"
"05.04.2010","-15,67","-15,67","-15,67","-15,67","-0,32%"
"02.04.2010","-15,72","-15,72","-15,72","-15,72","-0,06%"
"01.04.2010","-15,73","-15,73","-15,73","-15,73","0,64%"
"31.03.2010","-15,63","-15,63","-15,63","-15,63","-0,38%"
"30.03.2010","-15,69","-15,69","-15,69","-15,69","-0,57%"
"29.03.2010","-15,78","-15,78","-15,78","-15,78","0,00%"
"26.03.2010","-15,78","-15,78","-15,78","-15,78","-0,63%"
"25.03.2010","-15,88","-15,88","-15,88","-15,88","-1,12%"
"24.03.2010","-16,06","-16,06","-16,06","-16,06","-0,31%"
"23.03.2010","-16,11","-16,11","-16,11","-16,11","0,75%"
"22.03.2010","-15,99","-15,99","-15,99","-15,99","0,00%"
"19.03.2010","-15,99","-15,99","-15,99","-15,99","2,17%"
"18.03.2010","-15,65","-15,65","-15,65","-15,65","-1,94%"
"17.03.2010","-15,96","-15,96","-15,96","-15,96","1,20%"
"16.03.2010","-15,77","-15,77","-15,77","-15,77","1,15%"
"15.03.2010","-15,59","-15,59","-15,59","-15,59","-1,14%"
"12.03.2010","-15,77","-15,77","-15,77","-15,77","0,64%"
"11.03.2010","-15,67","-15,67","-15,67","-15,67","-1,01%"
"10.03.2010","-15,83","-15,83","-15,83","-15,83","1,28%"
"09.03.2010","-15,63","-15,63","-15,63","-15,63","-0,13%"
"08.03.2010","-15,65","-15,65","-15,65","-15,65","2,02%"
"05.03.2010","-15,34","-15,34","-15,34","-15,34","2,68%"
"04.03.2010","-14,94","-14,94","-14,94","-14,94","-0,53%"
"03.03.2010","-15,02","-15,02","-15,02","-15,02","1,69%"
"02.03.2010","-14,77","-14,77","-14,77","-14,77","1,44%"
"01.03.2010","-14,56","-14,56","-14,56","-14,56","8,90%"
"26.02.2010","-13,37","-13,37","-13,37","-13,37","-2,69%"
"25.02.2010","-13,74","-13,74","-13,74","-13,74","-0,94%"
"24.02.2010","-13,87","-13,87","-13,87","-13,87","0,36%"
"23.02.2010","-13,82","-13,82","-13,82","-13,82","-1,50%"
"22.02.2010","-14,03","-14,03","-14,03","-14,03","-0,57%"
"19.02.2010","-14,11","-14,11","-14,11","-14,11","0,57%"
"18.02.2010","-14,03","-14,03","-14,03","-14,03","-0,21%"
"17.02.2010","-14,06","-14,06","-14,06","-14,06","2,55%"
"16.02.2010","-13,71","-13,71","-13,71","-13,71","0,22%"
"15.02.2010","-13,68","-13,68","-13,68","-13,68","0,07%"
"12.02.2010","-13,67","-13,67","-13,67","-13,67","-2,70%"
"11.02.2010","-14,05","-14,05","-14,05","-14,05","4,23%"
"10.02.2010","-13,48","-13,48","-13,48","-13,48","0,00%"
"09.02.2010","-13,48","-13,48","-13,48","-13,48","3,93%"
"08.02.2010","-12,97","-12,97","-12,97","-12,97","0,00%"
"05.02.2010","-12,97","-12,97","-12,97","-12,97","-4,56%"
"04.02.2010","-13,59","-13,59","-13,59","-13,59","-5,56%"
"03.02.2010","-14,39","-14,39","-14,39","-14,39","0,49%"
"02.02.2010","-14,32","-14,32","-14,32","-14,32","0,00%"
"01.02.2010","-14,32","-14,32","-14,32","-14,32","0,35%"
"29.01.2010","-14,27","-14,27","-14,27","-14,27","-0,49%"
"28.01.2010","-14,34","-14,34","-14,34","-14,34","-2,32%"
"27.01.2010","-14,68","-14,68","-14,68","-14,68","-2,78%"
"26.01.2010","-15,10","-15,10","-15,10","-15,10","-0,72%"
"25.01.2010","-15,21","-15,21","-15,21","-15,21","0,66%"
"22.01.2010","-15,11","-15,11","-15,11","-15,11","-0,59%"
"21.01.2010","-15,20","-15,20","-15,20","-15,20","-1,62%"
"20.01.2010","-15,45","-15,45","-15,45","-15,45","-2,40%"
"19.01.2010","-15,83","-15,83","-15,83","-15,83","1,28%"
"18.01.2010","-15,63","-15,63","-15,63","-15,63","-0,13%"
"15.01.2010","-15,65","-15,65","-15,65","-15,65","-0,19%"
"14.01.2010","-15,68","-15,68","-15,68","-15,68","-0,51%"
"13.01.2010","-15,76","-15,76","-15,76","-15,76","-1,07%"
"12.01.2010","-15,93","-15,93","-15,93","-15,93","0,82%"
"11.01.2010","-15,80","-15,80","-15,80","-15,80","2,00%"
"08.01.2010","-15,49","-15,49","-15,49","-15,49","1,11%"
"07.01.2010","-15,32","-15,32","-15,32","-15,32","-0,33%"
"06.01.2010","-15,37","-15,37","-15,37","-15,37","-0,65%"
"05.01.2010","-15,47","-15,47","-15,47","-15,47","2,18%"
"04.01.2010","-15,14","-15,14","-15,14","-15,14","2,99%"
"30.12.2009","-14,70","-14,70","-14,70","-14,70","-0,27%"
"29.12.2009","-14,74","-14,74","-14,74","-14,74","1,03%"
"28.12.2009","-14,59","-14,59","-14,59","-14,59","-0,41%"
"23.12.2009","-14,65","-14,65","-14,65","-14,65","-0,20%"
"22.12.2009","-14,68","-14,68","-14,68","-14,68","1,17%"
"21.12.2009","-14,51","-14,51","-14,51","-14,51","4,31%"
"18.12.2009","-13,91","-13,91","-13,91","-13,91","0,72%"
"17.12.2009","-13,81","-13,81","-13,81","-13,81","-3,49%"
"16.12.2009","-14,31","-14,31","-14,31","-14,31","2,21%"
"15.12.2009","-14,00","-14,00","-14,00","-14,00","-0,36%"
"14.12.2009","-14,05","-14,05","-14,05","-14,05","-0,50%"
"11.12.2009","-14,12","-14,12","-14,12","-14,12","0,71%"
"10.12.2009","-14,02","-14,02","-14,02","-14,02","1,52%"
"09.12.2009","-13,81","-13,81","-13,81","-13,81","-1,78%"
"08.12.2009","-14,06","-14,06","-14,06","-14,06","-2,50%"
"07.12.2009","-14,42","-14,42","-14,42","-14,42","-0,41%"
"04.12.2009","-14,48","-14,48","-14,48","-14,48","1,83%"
"03.12.2009","-14,22","-14,22","-14,22","-14,22","0,85%"
"02.12.2009","-14,10","-14,10","-14,10","-14,10","1,95%"
"01.12.2009","-13,83","-13,83","-13,83","-13,83","2,83%"
"30.11.2009","-13,45","-13,45","-13,45","-13,45","2,75%"
"27.11.2009","-13,09","-13,09","-13,09","-13,09","-6,97%"
"25.11.2009","-14,07","-14,07","-14,07","-14,07","7,00%"
"24.11.2009","-13,15","-13,15","-13,15","-13,15","-7,20%"
"23.11.2009","-14,17","-14,17","-14,17","-14,17","1,07%"
"20.11.2009","-14,02","-14,02","-14,02","-14,02","1,01%"
"19.11.2009","-13,88","-13,88","-13,88","-13,88","-4,47%"
"18.11.2009","-14,53","-14,53","-14,53","-14,53","-0,62%"
"17.11.2009","-14,62","-14,62","-14,62","-14,62","-1,22%"
"16.11.2009","-14,80","-14,80","-14,80","-14,80","0,54%"
"13.11.2009","-14,72","-14,72","-14,72","-14,72","-0,94%"
"12.11.2009","-14,86","-14,86","-14,86","-14,86","0,07%"
"11.11.2009","-14,85","-14,85","-14,85","-14,85","0,13%"
"10.11.2009","-14,83","-14,83","-14,83","-14,83","1,44%"
"09.11.2009","-14,62","-14,62","-14,62","-14,62","1,25%"
"06.11.2009","-14,44","-14,44","-14,44","-14,44","-0,21%"
"05.11.2009","-14,47","-14,47","-14,47","-14,47","-0,55%"
"04.11.2009","-14,55","-14,55","-14,55","-14,55","4,08%"
"03.11.2009","-13,98","-13,98","-13,98","-13,98","-3,65%"
"02.11.2009","-14,51","-14,51","-14,51","-14,51","0,97%"
"30.10.2009","-14,37","-14,37","-14,37","-14,37","-0,69%"
"29.10.2009","-14,47","-14,47","-14,47","-14,47","3,06%"
"28.10.2009","-14,04","-14,04","-14,04","-14,04","-4,10%"
"27.10.2009","-14,64","-14,64","-14,64","-14,64","-1,88%"
"26.10.2009","-14,92","-14,92","-14,92","-14,92","-1,32%"
"23.10.2009","-15,12","-15,12","-15,12","-15,12","0,53%"
"22.10.2009","-15,04","-15,04","-15,04","-15,04","-2,08%"
"21.10.2009","-15,36","-15,36","-15,36","-15,36","-0,52%"
"20.10.2009","-15,44","-15,44","-15,44","-15,44","-1,28%"
"19.10.2009","-15,64","-15,64","-15,64","-15,64","0,26%"
"16.10.2009","-15,60","-15,60","-15,60","-15,60","-1,39%"
"15.10.2009","-15,82","-15,82","-15,82","-15,82","-0,88%"
"14.10.2009","-15,96","-15,96","-15,96","-15,96","2,84%"
"13.10.2009","-15,52","-15,52","-15,52","-15,52","0,58%"
"12.10.2009","-15,43","-15,43","-15,43","-15,43","-0,19%"
"09.10.2009","-15,46","-15,46","-15,46","-15,46","0,65%"
"08.10.2009","-15,36","-15,36","-15,36","-15,36","1,99%"
"07.10.2009","-15,06","-15,06","-15,06","-15,06","-0,92%"
"06.10.2009","-15,20","-15,20","-15,20","-15,20","5,70%"
"05.10.2009","-14,38","-14,38","-14,38","-14,38","2,79%"
"02.10.2009","-13,99","-13,99","-13,99","-13,99","-2,17%"
"01.10.2009","-14,30","-14,30","-14,30","-14,30","-1,99%"
"30.09.2009","-14,59","-14,59","-14,59","-14,59","0,34%"
"29.09.2009","-14,54","-14,54","-14,54","-14,54","-0,07%"
"28.09.2009","-14,55","-14,55","-14,55","-14,55","0,28%"
"25.09.2009","-14,51","-14,51","-14,51","-14,51","-0,07%"
"24.09.2009","-14,52","-14,52","-14,52","-14,52","-2,42%"
"23.09.2009","-14,88","-14,88","-14,88","-14,88","-0,53%"
"22.09.2009","-14,96","-14,96","-14,96","-14,96","2,89%"
